hour_of_day,month,temperature_c,radiation_w_m2,kwh_generated
13,1,6.697535326979072,544.0757764613822,4.79710943313411
14,1,8.377121262883911,479.7962871362086,4.1040854216081195
15,1,8.088704803586952,487.5435906536079,4.697741075601127
16,1,6.407315604804623,373.8993327226106,3.5323740768200205
17,1,5.09477554369469,255.40401916542464,2.2713129784949
18,1,4.902987109438506,126.33961306901271,1.0911866061631832
19,1,-1.0153082357880858,6.635603343216005e-14,6.290173854940062e-16
20,1,1.2128726287671268,0.0,0.0
21,1,-2.196801261924147,0.0,0.0
22,1,-2.349092600558037,0.0,0.0
23,1,-2.819936245763105,0.0,0.0
0,1,-3.9135104770101963,0.0,0.0
1,1,-4.7311157167198825,0.0,0.0
2,1,-8.695452010113904,0.0,0.0
3,1,-5.283277142895774,0.0,0.0
4,1,-6.021992345574917,0.0,0.0
5,1,-4.942469412796813,0.0,0.0
6,1,-3.511253867864076,125.42589360926789,1.252434474991037
7,1,-0.7462454832196523,257.2822201428947,2.3740910473464405
8,1,-3.5091868503557704,349.79218966385736,2.9849967471688017
9,1,-0.9277898568430576,499.6292752609717,4.865670851111767
10,1,1.9528839099358186,472.9560289688374,4.020270590677599
11,1,3.797517315738533,587.829785636631,5.623576299533011
12,1,5.536798187127306,571.8352187993373,5.574527060560094
13,1,6.4132301444270485,533.6494583823074,4.624679041968725
14,1,6.374134036493409,549.0545451663002,5.2926323745289485
15,1,7.774924508783446,424.2570181596184,4.035656504760499
16,1,6.106087996437516,374.3692441276115,3.3576832228227103
17,1,4.981136247247215,230.52467116646966,2.096054557811706
18,1,2.957631783756277,127.95736174544898,1.1895552799640239
19,1,1.9344808953242905,7.020374639120092e-14,6.342609822497325e-16
20,1,0.3037660149228574,0.0,0.0
21,1,-1.8595480749001179,0.0,0.0
22,1,-4.521512942643932,0.0,0.0
23,1,-5.984637541234424,0.0,0.0
0,1,-4.427781803328552,0.0,0.0
1,1,-7.181830926985958,0.0,0.0
2,1,-5.398132740247787,0.0,0.0
3,1,-5.274641101934392,0.0,0.0
4,1,-6.606547730149231,0.0,0.0
5,1,-5.797136022059957,0.0,0.0
6,1,-5.782105951552701,122.90849512711904,1.137744558120793
7,1,-1.0156939066611785,280.24776137874824,2.798039065087719
8,1,-0.043965084248666325,354.1915882148412,3.3906893299083665
9,1,3.16292418004945,450.93780408608046,3.9078188083563874
10,1,3.449677972583858,513.3863803283537,4.92428039521373
11,1,5.884836514361272,519.1446713654385,4.94142562724483
12,1,9.285449825567158,649.173374851016,6.364407904601584
13,1,6.1134349769034,585.8257377017386,5.27115475997258
14,1,6.860051171497269,497.01646131185663,4.750079766951633
15,1,6.988223601464409,409.9825568936566,4.001207028779595
16,1,5.257193503036704,329.0149018984318,2.9536397831756576
17,1,8.323450005814006,264.8788770295002,2.579029586097527
18,1,3.047749777806894,125.96744487756779,1.132629020120261
19,1,1.6899622177380966,6.979348521536377e-14,6.138345062340058e-16
20,1,-1.2895810778250105,0.0,0.0
21,1,-3.48582271019971,0.0,0.0
22,1,-4.31334180341767,0.0,0.0
23,1,-5.38901995311619,0.0,0.0
0,1,-7.239461382025029,0.0,0.0
1,1,-5.591449122841123,0.0,0.0
2,1,-7.132102077085979,0.0,0.0
3,1,-10.014914695359558,0.0,0.0
4,1,-2.2664154103181895,0.0,0.0
5,1,-6.104860313196793,0.0,0.0
6,1,-4.142106547289707,132.23330827467026,1.2590842488303793
7,1,0.796870569363131,274.88709286540023,2.537093609009235
8,1,0.8892697951361492,405.00287146865986,3.883587002800963
9,1,0.2694500110846887,474.9513694215517,4.489226373176376
10,1,1.0502653980001693,532.1772850659406,4.911525372708212
11,1,4.517496804755799,513.547854362302,4.498918073147629
12,1,7.963582826214201,569.0780245364542,4.918059763995563
13,1,4.814216601657599,600.5332932948257,5.7183739690426965
14,1,5.705905049544098,554.330821650934,5.516102769176638
15,1,6.158783955448159,476.6792607920417,4.709097785373614
16,1,7.441365898086133,384.67169063755534,3.4010061461191556
17,1,3.8347167396367046,230.34082838940964,2.0628623876657013
18,1,0.509673329362073,145.14927469866865,1.2670819448493287
19,1,1.9134889284374672,6.986881283485311e-14,6.734180814186942e-16
20,1,-2.933902114084149,0.0,0.0
21,1,1.3826896788284202,0.0,0.0
22,1,-2.9396405814654534,0.0,0.0
23,1,-4.2203786234328815,0.0,0.0
0,1,-6.20800522353524,0.0,0.0
1,1,-9.6056894572394,0.0,0.0
2,1,-4.708186929036871,0.0,0.0
3,1,-5.5621919798972215,0.0,0.0
4,1,-5.274663986852084,0.0,0.0
5,1,-6.644927093860921,0.0,0.0
6,1,-4.029067536536977,140.6327099583761,1.2159178900753962
7,1,0.12496986857479775,276.37989631376104,2.7319178664631076
8,1,-1.1490860430256145,346.4303906092827,3.262455091846527
9,1,0.7249664961348623,439.31833033907634,4.251937754591685
10,1,1.143965888750774,569.0610363744943,5.393869244181698
11,1,4.333728938714315,528.3412189366655,4.825688174229366
12,1,2.4656156879351965,652.6404976677971,5.924586165034977
13,1,5.181093949725551,554.9120762778717,5.465743888061496
14,1,7.528531090769687,511.38122016297467,4.952446426843917
15,1,9.64037759078892,478.94512069197634,4.448742078321286
16,1,5.874723236223611,406.90246758243813,3.7469270430942303
17,1,5.1447260158169925,276.9147901200443,2.5442705784933044
18,1,6.897470545300502,142.94064466418615,1.344464415408943
19,1,1.4541298080383829,6.878901739304189e-14,6.592091229707594e-16
20,1,0.6135257905530046,0.0,0.0
21,1,-1.27351003773215,0.0,0.0
22,1,-2.6198581048048233,0.0,0.0
23,1,-4.530469680371159,0.0,0.0
0,1,-5.600972093825055,0.0,0.0
1,1,-7.041905477257213,0.0,0.0
2,1,-5.080028567132399,0.0,0.0
3,1,-5.364274416015235,0.0,0.0
4,1,-6.151332686966896,0.0,0.0
5,1,-6.338099928056739,0.0,0.0
6,1,-4.717507806576997,133.82487337013282,1.209676393504593
7,1,-1.1766448056298322,266.69212828966744,2.280769848758178
8,1,0.15545395993355676,378.15376463968914,3.3186390728606585
9,1,3.290579554093897,417.37504208873713,3.632646658468591
10,1,2.7873405625165733,472.24321747218806,4.539291051219306
11,1,7.067643932516939,548.0684099703207,4.724860615925649
12,1,4.693492306229305,553.3498714480565,4.785836916185465
13,1,3.756103555317012,605.8842487003044,5.4565236721586485
14,1,5.110232491362737,531.5654840905139,5.1182552361527
15,1,9.392930532819094,432.72637914325423,3.752525348367452
16,1,7.1140184950647205,368.6278317624163,3.5055579934440093
17,1,7.392085280195747,258.97933837137515,2.529293989245649
18,1,4.8383220270221186,136.18882623180497,1.202236744856019
19,1,2.6632646973329894,7.150652127607468e-14,6.777161942164281e-16
20,1,1.9403106191663904,0.0,0.0
21,1,-2.8591926039333,0.0,0.0
22,1,-3.8160238116252705,0.0,0.0
23,1,-3.7461042039080006,0.0,0.0
0,1,-5.742921217392004,0.0,0.0
1,1,-5.6083820052797195,0.0,0.0
2,1,-6.2550330600036865,0.0,0.0
3,1,-5.570444974716714,0.0,0.0
4,1,-5.400189793363875,0.0,0.0
5,1,-6.312124617679535,0.0,0.0
6,1,-4.8972638182831405,125.20578370003737,1.2281387996088426
7,1,-0.20318202558904686,278.45457985228586,2.7293826767760616
8,1,-0.8469824705442427,335.54666919104864,2.9526044587744735
9,1,1.4003352200331673,412.0211937583636,3.59483575960319
10,1,4.067635245861734,547.9925193017439,4.972189379283082
11,1,3.0121119984701616,632.0705433775545,5.944258117289949
12,1,6.5337875287230975,614.4893116472344,5.5701721213543545
13,1,6.538961450541862,531.1912411626923,4.709349334954469
14,1,7.695718183083345,513.835596109201,4.8617227276562565
15,1,4.720615583051648,457.6463618989873,4.123452702244591
16,1,6.987622165239915,393.67592135573693,3.6090295100014216
17,1,5.243100318844519,242.43687380026267,2.146100755177223
18,1,4.069790925284259,133.9787162424385,1.1711554630483227
19,1,-2.105811505231685,6.886877421380937e-14,6.016095194073191e-16
20,1,-2.2787586933681885,0.0,0.0
21,1,-1.6776154156892655,0.0,0.0
22,1,-4.4946111128209,0.0,0.0
23,1,-8.455757782991714,0.0,0.0
0,1,-4.619377482378125,0.0,0.0
1,1,-9.446159571831487,0.0,0.0
2,1,-6.620452318100306,0.0,0.0
3,1,-5.238759327260086,0.0,0.0
4,1,-4.179991518109034,0.0,0.0
5,1,-6.069183723077224,0.0,0.0
6,1,-5.233160600796515,132.9130982050286,1.2055003390029826
7,1,-0.42383121290315473,235.45312661686472,2.1960253106909184
8,1,0.9048400373247608,401.2981525485912,3.587627701930888
9,1,1.5423528530398363,432.799937933188,4.058257638654251
10,1,3.336252645937534,475.85681407480865,4.673526424170406
11,1,3.6021594193328497,589.9614550681284,5.390587312993151
12,1,4.64717432513128,528.8261389311436,4.543054894696082
13,1,6.926765289903293,540.7053742646655,4.834642501605664
14,1,9.624848863022063,541.9049255485546,4.739819718154556
15,1,5.7298015245189635,429.7688821566634,3.970329508043536
16,1,3.5113880970257227,389.16143410032066,3.396214488085523
17,1,3.948707877926176,271.62482205483036,2.5342794318660293
18,1,4.487338336768271,137.34501543193593,1.2477380583210993
19,1,2.6494196903838927,7.779422343788416e-14,7.73970983182931e-16
20,1,1.103454083007766,0.0,0.0
21,1,-1.169825725702589,0.0,0.0
22,1,-0.4729175903613081,0.0,0.0
23,1,-4.129698426153315,0.0,0.0
0,1,-6.142764658497575,0.0,0.0
1,1,-7.06160723699464,0.0,0.0
2,1,-5.257226209195476,0.0,0.0
3,1,-7.73862632781081,0.0,0.0
4,1,-3.1444124494731116,0.0,0.0
5,1,-4.476694069282082,0.0,0.0
6,1,-4.017237009537853,126.59268431264819,1.2526941511916159
7,1,-2.9670452318199905,260.3724659214666,2.555515377962152
8,1,0.8341697434510944,337.10919723417993,3.1953193102289346
9,1,2.271679579017515,509.92802205650224,4.49952921993456
10,1,2.3097197909520357,569.4670749446896,5.51911740595142
11,1,5.163261411816191,553.2822877454828,5.311053233106896
12,1,5.130612070602467,574.6234540075399,5.30959628856219
13,1,7.396860436067037,524.5215328052673,5.0587821343415555
14,1,8.177280841213888,514.6854712228821,4.676988714295677
15,1,8.096740474701898,433.2182249025844,4.1420524424777865
16,1,6.0900065809141655,349.78001327384084,3.093476883588665
17,1,3.614274350880919,233.2116422462347,2.0138769718635037
18,1,2.637643040930361,140.38805260307493,1.2753253064547285
19,1,3.1221349255947235,7.218906652448104e-14,7.102310712903479e-16
20,1,-0.02419804727484415,0.0,0.0
21,1,-4.031392961172601,0.0,0.0
22,1,-4.495931154932227,0.0,0.0
23,1,-3.374105145901458,0.0,0.0
0,1,-2.5537939360470947,0.0,0.0
1,1,-4.765910220014955,0.0,0.0
2,1,-7.065800817240523,0.0,0.0
3,1,-6.883038524521004,0.0,0.0
4,1,-6.362562894650065,0.0,0.0
5,1,-2.2532823875111867,0.0,0.0
6,1,-4.1796778848694025,137.20800328353127,1.3513765075991777
7,1,-1.941710258838234,234.28406336029687,2.232237144176429
8,1,-0.12143739298880474,342.22659405486115,3.402616508970477
9,1,1.2833228734041267,467.9979154248234,4.178375143548346
10,1,3.787054830203762,514.1011056922808,4.478886640873235
11,1,7.686411519105496,528.1942092355347,5.146309692866174
12,1,2.655108312366826,595.6687393177775,5.673125925541065
13,1,5.289466654302259,561.5188205895056,5.093968924842812
14,1,7.22206018432015,495.7703163943875,4.469399103612765
15,1,5.1264495017210905,418.84519826258816,3.771928940905897
16,1,4.7418444801654775,335.6297235421039,2.993129969133142
17,1,3.354731428994954,257.0485895062743,2.4033440237422425
18,1,4.83985857845561,120.70505627618039,1.110433101792959
19,1,2.655850409063559,6.882174927122103e-14,6.177799920860503e-16
20,1,-0.5866282392919077,0.0,0.0
21,1,-1.3437641888480465,0.0,0.0
22,1,-4.795744818589613,0.0,0.0
23,1,-8.337784826597883,0.0,0.0
0,1,-5.203712423805394,0.0,0.0
1,1,-8.175793084294295,0.0,0.0
2,1,-9.275979338005758,0.0,0.0
3,1,-4.091629659435563,0.0,0.0
4,1,-8.776914069205917,0.0,0.0
5,1,-5.808517153562244,0.0,0.0
6,1,-4.688823642080082,116.43420216923981,1.1536609888724598
7,1,-2.9285205824401173,281.47716962098883,2.7808613971885188
8,1,1.3009116464423536,357.04909862021066,3.30478800437177
9,1,2.001661040019077,449.86725499135616,4.184099779130569
10,1,2.381701012642977,478.5669777285386,4.261826595144322
11,1,5.714328852452132,587.8519823986708,5.5112879462525886
12,1,5.068961252765175,545.0007577946498,4.697909952412109
13,1,8.204931385548047,531.4389332631015,4.906957590308355
14,1,9.99534172553961,548.4711673209812,5.4180146611239035
15,1,7.672423317464378,441.22763449834264,3.803556118173572
16,1,6.774172519641501,399.2611879688409,3.700115664437908
17,1,5.606981898820807,280.12021753720836,2.773050522803533
18,1,4.979707720692407,135.28815118697773,1.2001336231915611
19,1,3.588521436376216,6.6519467777198e-14,5.655976974944032e-16
20,1,1.344989965298472,0.0,0.0
21,1,0.42069331507484176,0.0,0.0
22,1,-2.501822006594571,0.0,0.0
23,1,-4.59813064743475,0.0,0.0
0,1,-6.102215634388176,0.0,0.0
1,1,-5.115198408334688,0.0,0.0
2,1,-5.886501514627431,0.0,0.0
3,1,-5.193709450332655,0.0,0.0
4,1,-4.08042795558748,0.0,0.0
5,1,-2.550289000720561,0.0,0.0
6,1,-1.2845089865431487,142.57233759329384,1.2144064792733307
7,1,-0.28155690175801995,236.1128186627057,2.0321067338756875
8,1,2.9748278277285687,356.1549930602237,3.558977314922042
9,1,2.46422619055772,464.8275097182298,4.0909729661597884
10,1,4.032152699135378,487.31328660860146,4.588613800005596
11,1,6.245834412037303,623.7758120346126,5.806332675161867
12,1,4.211337156433805,581.3525348264667,5.628614507514402
13,1,5.111443975522413,611.9523596353611,5.270708143228613
14,1,9.050303642960724,571.7401866164186,5.018044494155814
15,1,7.562987849876596,480.40296497572024,4.385404430252716
16,1,5.947292717857985,404.2031557594084,3.976256927090987
17,1,5.341990134407432,282.5441335723279,2.787234405205323
18,1,4.995210430202385,127.43666483204325,1.2056413376885673
19,1,0.8263643311139647,6.554002174849669e-14,6.404336637610901e-16
20,1,-1.3567594505933849,0.0,0.0
21,1,-1.7129308881176182,0.0,0.0
22,1,-3.268400725537155,0.0,0.0
23,1,-4.091886739228023,0.0,0.0
0,1,-6.354288941907715,0.0,0.0
1,1,-6.98996749458903,0.0,0.0
2,1,-8.480510717167807,0.0,0.0
3,1,-6.949461128313013,0.0,0.0
4,1,-8.244661585052523,0.0,0.0
5,1,-5.7596273501139965,0.0,0.0
6,1,0.3128061816960339,141.35621817280926,1.3177127665709465
7,1,-1.6225353131857616,273.85395145885985,2.6740813822364764
8,1,0.7621312977669825,403.67639915796275,3.9638802871893786
9,1,3.1680674620223224,497.1500982429478,4.515292180337418
10,1,4.289641579077481,572.9066837967115,5.34310313237305
11,1,7.534696606057105,529.9385028349487,4.667699262851295
12,1,5.453555615480041,605.74684953412,5.4095005517309405
13,1,7.804560187528931,635.0107852412349,5.572281363697642
14,1,7.547361252308841,519.5226354588951,5.015770353050163
15,1,8.179568676480004,448.64539883859493,4.4556351979466085
16,1,5.3769973219080915,326.8250319485358,3.126677209313672
17,1,4.86610178777992,248.163328317765,2.208088450398332
18,1,1.1085332547378823,142.33867872429073,1.28583596257065
19,1,3.4343192480012616,7.235483725807045e-14,6.493310490926195e-16
20,1,-3.5118881373751063,0.0,0.0
21,1,-1.6601994026766742,0.0,0.0
22,1,-1.7323939178952599,0.0,0.0
23,1,-7.379486139677063,0.0,0.0
0,1,-4.733787318091723,0.0,0.0
1,1,-5.7290849668393005,0.0,0.0
2,1,-5.4096515480255745,0.0,0.0
3,1,-6.375043411721069,0.0,0.0
4,1,-6.50980775330445,0.0,0.0
5,1,-4.749520162242816,0.0,0.0
6,1,-1.7429860813125995,134.8332025229264,1.3090355629655794
7,1,-1.5572460254283151,227.45522032143688,2.1211299618874735
8,1,-0.22171089234953048,396.5539069572998,3.7883016058496297
9,1,4.092299860511792,409.46914878985865,3.9232667166283335
10,1,5.526716237770421,509.9617870173195,5.093493169404467
11,1,4.034054974740194,579.7962177490482,5.337739002647438
12,1,8.158863055689226,615.5985600044582,5.787136432590948
13,1,9.954064754640557,600.959787693717,5.504783581467098
14,1,7.6545009139001925,549.5346562420958,5.0730999759465085
15,1,6.988168688108054,489.469296647249,4.724312917717724
16,1,6.08493600692269,361.70346436928895,3.125422864957274
17,1,4.837598128915161,278.09303036139903,2.4162794055443926
18,1,5.290027036941819,137.90698927322376,1.1840455576019941
19,1,0.6158251392980352,6.703376707329655e-14,5.781752618392992e-16
20,1,-0.36789199093519637,0.0,0.0
21,1,-3.553037383766509,0.0,0.0
22,1,-2.4049278673425802,0.0,0.0
23,1,-3.226017816705908,0.0,0.0
0,1,-7.953552062373662,0.0,0.0
1,1,-3.2039351685874813,0.0,0.0
2,1,-11.41466676584687,0.0,0.0
3,1,-6.090934835309605,0.0,0.0
4,1,-6.456680860677974,0.0,0.0
5,1,-5.870646116160597,0.0,0.0
6,1,-2.240191687874993,125.06827333451338,1.2362165425906777
7,1,-1.6955340411573558,233.85136111810996,2.2350616516983206
8,1,-0.05906365697506416,379.71782705863205,3.270215539926556
9,1,2.2016009518300907,487.05587265535877,4.2282006662039855
10,1,0.9394923997721567,501.8868272428216,4.266561266340879
11,1,4.485038757702253,528.1639431982871,5.105390302400506
12,1,8.164501977754012,535.3617141771496,4.6655167061035305
13,1,5.748303279559924,562.2048907333615,5.336761804074529
14,1,5.0175454692986,557.2700586046135,5.198705567012798
15,1,7.614352337945725,425.3237283183224,3.7656191250572824
16,1,8.018424125735134,373.3022077549102,3.3177037962973226
17,1,4.367569910157083,233.81705281037017,2.207224287397858
18,1,2.0453847991851357,126.38256509764454,1.2370600923354598
19,1,1.0335020734808191,7.997193549523217e-14,6.988582687698073e-16
20,1,1.0510116340429425,0.0,0.0
21,1,-1.3071060525722564,0.0,0.0
22,1,-1.9550313324933024,0.0,0.0
23,1,-5.16854881079814,0.0,0.0
0,1,-6.282343919148596,0.0,0.0
1,1,-5.125025738719605,0.0,0.0
2,1,-4.1645344462867735,0.0,0.0
3,1,-12.14517859654479,0.0,0.0
4,1,-5.657194222497612,0.0,0.0
5,1,-6.027217319172099,0.0,0.0
6,1,-3.7213212997297873,144.867136910743,1.2495869529499593
7,1,-3.2376853039792803,238.1498958592768,2.122644700976197
8,1,0.47838555188444387,395.94831988851644,3.466313384560409
9,1,1.6202018425758395,506.685315546201,4.411483081968205
10,1,5.989264527328062,529.935270988249,5.194571320800636
11,1,4.035413275286637,588.9411847344608,5.791625010696171
12,1,4.296779423165606,567.8574193324656,5.520148340008288
13,1,6.460018844218218,597.525983383148,5.258563530662349
14,1,6.887820943212046,510.035590354498,4.526502893566861
15,1,6.353182654173949,422.3764837665979,4.057693446504873
16,1,7.0308820384956965,357.0029695281138,3.424841781582786
17,1,6.341785972114548,278.78469159412646,2.7684522586785207
18,1,4.692256201895786,136.46809866079943,1.3541968182198225
19,1,0.07066179265769512,7.71526241736157e-14,7.594282609180686e-16
20,1,0.2000648772340539,0.0,0.0
21,1,-3.2924279103595415,0.0,0.0
22,1,-2.8741333499076607,0.0,0.0
23,1,-5.995601383578419,0.0,0.0
0,1,-5.15401323398543,0.0,0.0
1,1,-4.6390159926360575,0.0,0.0
2,1,-5.07414667686932,0.0,0.0
3,1,-7.28414727813015,0.0,0.0
4,1,-3.6241479290388905,0.0,0.0
5,1,-4.657964367110297,0.0,0.0
6,1,-1.3596540689886387,142.2915403015237,1.4066184282362166
7,1,-1.8087847495994454,277.28094751866723,2.6771208263456443
8,1,-1.7269110935286474,407.25779856646807,4.043575235125462
9,1,4.307438582150615,459.13003782111576,4.270309370737733
10,1,3.7490764564361845,472.3275064456543,4.293882782818648
11,1,3.839235256746554,516.6682913590572,4.482190520437726
12,1,5.528854373648721,567.418922095168,5.63486754960489
13,1,7.577638672749503,539.5355322139924,5.293142670564475
14,1,4.524751047232454,561.6278773247595,4.823633830623284
15,1,7.77016294335458,492.67300306316343,4.23484625139234
16,1,5.819205836900827,336.90797752876676,3.1751050976146025
17,1,5.099351989486953,235.27536416802806,2.242790786957767
18,1,4.177988848519654,133.70957177696195,1.3353261916594754
19,1,1.1591545657864768,7.116034117262437e-14,6.811683611563854e-16
20,1,1.242088876129161,0.0,0.0
21,1,-3.5078279700959665,0.0,0.0
22,1,-2.8193992854203014,0.0,0.0
23,1,-3.985780216591386,0.0,0.0
0,1,-5.296152477431866,0.0,0.0
1,1,-6.396751427141367,0.0,0.0
2,1,-5.039093255412814,0.0,0.0
3,1,-4.899319627316283,0.0,0.0
4,1,-8.0019940604558,0.0,0.0
5,1,-4.132409809708738,0.0,0.0
6,1,-4.753248732285741,136.210192032826,1.2262235941540789
7,1,-1.115665012442902,234.12487202469705,2.1745843767214024
8,1,0.5061378128425345,368.51800954631733,3.6691823099189005
9,1,2.2300890441831998,507.45229708475756,4.773537462356715
10,1,1.0991292381803475,542.278404367035,5.08074742567887
11,1,4.663812942376601,590.6275868598989,5.030659964105213
12,1,5.045851191800014,631.3375446792552,5.40225055580187
13,1,9.052727190107163,574.956863439623,5.362336991456297
14,1,6.130413537646652,473.73044105772385,4.363889000752486
15,1,6.026708720169371,459.4367422083147,4.0321849023930225
16,1,4.614933921876325,404.65782699682273,3.503912264309493
17,1,5.308043112012225,242.02718227237622,2.3909633692398025
18,1,4.455211800059622,144.95168028866934,1.2895265168017354
19,1,0.06207636173034925,7.217983987068334e-14,6.225524837489463e-16
20,1,0.9712875876386273,0.0,0.0
21,1,-3.4117766902584554,0.0,0.0
22,1,-3.1734738143886454,0.0,0.0
23,1,-6.101452666585423,0.0,0.0
0,1,-5.151795601276619,0.0,0.0
1,1,-7.866336024640359,0.0,0.0
2,1,-7.931929527748957,0.0,0.0
3,1,-8.713126589269526,0.0,0.0
4,1,-4.280006393706101,0.0,0.0
5,1,-6.381837141374648,0.0,0.0
6,1,-7.788971483836804,129.931564695924,1.1421738283783547
7,1,-1.0904502483777636,234.95316714239152,2.2397098610603257
8,1,0.3158706195117428,394.77767951468405,3.453981802044439
9,1,0.16743754401944333,492.2590726615729,4.305957058320094
10,1,2.2322624969185902,556.0471854532295,5.47744595855802
11,1,6.907611174831399,610.7544820970485,5.647089953684357
12,1,7.727295894233373,543.9043402233323,5.230822146356556
13,1,5.391047635813203,531.4878394106325,5.314349372196816
14,1,6.280447380308744,550.625105187231,5.467382752454605
15,1,7.215916291255074,427.9040940350637,4.080814554053989
16,1,9.34198799086969,354.9923233360109,3.2346101378630023
17,1,6.610256220310744,260.43787373901677,2.355663511656111
18,1,7.241046690311295,127.22062788567834,1.1041180504082178
19,1,-0.6042755615034976,6.800622140904345e-14,6.420809311598667e-16
20,1,-0.8577996694357168,0.0,0.0
21,1,-0.6333228176634953,0.0,0.0
22,1,-5.415593549984521,0.0,0.0
23,1,-1.4501585532611987,0.0,0.0
0,1,-5.908921858459876,0.0,0.0
1,1,-6.653461878335029,0.0,0.0
2,1,-4.208879273031926,0.0,0.0
3,1,-4.275205383383091,0.0,0.0
4,1,-5.203479954891715,0.0,0.0
5,1,-6.655551256544612,0.0,0.0
6,1,-6.444764411307881,142.33971981089272,1.344287879783576
7,1,-1.1611590009963324,264.1428122755457,2.5997030976509463
8,1,0.9247878422385981,371.42352685290183,3.4795537039881648
9,1,2.298365381431883,422.50134729448166,3.853144701844415
10,1,6.492555809513111,581.2157443242595,5.713022741973007
11,1,4.872757877464775,572.6639427219695,5.354293357405118
12,1,7.152592694157093,603.1207004858612,5.248581176540722
13,1,8.595237671109942,559.689034949983,5.255691032642913
14,1,7.650035387813089,503.86491214002905,4.874785436309508
15,1,4.619276498721668,474.9036349690962,4.575080809137095
16,1,3.051369863308304,348.30814892379647,3.3094508369824327
17,1,4.176761634497734,273.24861545999397,2.6671310319888235
18,1,4.395423380018446,124.29614348317928,1.0733419547572949
19,1,1.6722617630575216,6.866548035692022e-14,6.374781381495114e-16
20,1,0.2982609228107722,0.0,0.0
21,1,-4.42950433690172,0.0,0.0
22,1,-1.1433073886325853,0.0,0.0
23,1,-5.398731639213514,0.0,0.0
0,1,-6.875336840028313,0.0,0.0
1,1,-4.844382780290291,0.0,0.0
2,1,-9.736895626468804,0.0,0.0
3,1,-5.366569554199592,0.0,0.0
4,1,-7.442108377749092,0.0,0.0
5,1,-7.156648903722113,0.0,0.0
6,1,-4.1106275801062475,118.56273932269922,1.1827922332968654
7,1,-0.2768202796669099,270.33833218308376,2.7014168976350144
8,1,1.4692933492909153,403.7581289103792,3.812793821803179
9,1,0.6680757179507801,429.7971987349361,4.085028774094355
10,1,3.5922459067517645,494.70609167604334,4.666649640094663
11,1,4.673149518290887,534.400836291078,4.827508020842118
12,1,7.804861679139603,542.035409369226,4.768845682615064
13,1,5.675959836492153,538.3376418375441,4.689505459889576
14,1,7.277555692737249,580.9204588602153,5.5114928422554135
15,1,7.195310215756142,428.68458434261123,4.0154821840899135
16,1,5.704095898952341,375.9708943162295,3.258922909542471
17,1,6.283326532577332,272.0564934584331,2.407371517506526
18,1,4.633039524606461,123.29328630137654,1.0739809487472634
19,1,0.1641242757107768,6.701966282018561e-14,5.939344105304746e-16
20,1,-1.595653731566299,0.0,0.0
21,1,-1.0135398216749718,0.0,0.0
22,1,-3.2033049171750996,0.0,0.0
23,1,-7.709759469550195,0.0,0.0
0,1,-7.631576708167302,0.0,0.0
1,1,-3.4892317799576738,0.0,0.0
2,1,-4.662509657189207,0.0,0.0
3,1,-6.630644780096668,0.0,0.0
4,1,-5.349238592194233,0.0,0.0
5,1,-5.459841347274645,0.0,0.0
6,1,-5.940703183944528,123.33753133426032,1.1045197871937389
7,1,-1.342008912826421,271.3291625239364,2.4389316205971774
8,1,1.1141380401711283,404.14642845153065,3.9392455380005877
9,1,2.777575471911696,505.5482108284345,4.849063960081443
10,1,3.2490196711511246,541.4846587505599,4.659188631632918
11,1,1.6482181791075838,582.9508507934864,5.626572127705018
12,1,9.222031681150456,586.5221415034478,5.709271326618823
13,1,3.223826056662136,619.8413380295871,5.652841557090318
14,1,8.15285622590627,523.5688737311013,4.525714260989525
15,1,5.750691540999805,471.0775583697107,4.594355801546944
16,1,4.781732216542526,354.8056671815224,3.3401067849819963
17,1,5.5136603308149565,234.80922040002886,2.0045592712570173
18,1,7.1032705910545095,117.79398369881568,1.0167436678024384
19,1,0.08529025695044745,7.372843296150478e-14,7.023294597118e-16
20,1,-2.0742542314077754,0.0,0.0
21,1,-2.6946104838267173,0.0,0.0
22,1,-3.568667590790962,0.0,0.0
23,1,-3.94995452850364,0.0,0.0
0,1,-5.075543006497072,0.0,0.0
1,1,-8.453486178211698,0.0,0.0
2,1,-3.2854530009820833,0.0,0.0
3,1,-9.06629955658602,0.0,0.0
4,1,-5.205117852386998,0.0,0.0
5,1,-6.775630219324526,0.0,0.0
6,1,-3.9171540921147905,117.22413146491238,1.0085754447063988
7,1,-2.543864220569052,264.6015413879195,2.2806022277346507
8,1,-0.13140566841280943,374.47980617036416,3.7210854775468385
9,1,1.1307332389766038,468.54439060498464,4.351396237663572
10,1,3.972511021490706,475.7941854772379,4.4033037128706045
11,1,3.6288725421147574,566.6543463036231,4.955114395067025
12,1,6.740317401741059,616.7769893349891,6.126579914507345
13,1,6.81649730128368,524.1014959245142,4.590778036535032
14,1,6.574118850409352,509.9312259398804,4.90834917562537
15,1,7.147862734781969,483.94855187756554,4.417118224774395
16,1,7.061585869688288,358.38192222975255,3.4360884645715757
17,1,5.604568268626144,280.72709726027836,2.6461998229642996
18,1,4.500504559736466,144.98713539496478,1.2517716610131806
19,1,2.130253076768106,6.800143184773863e-14,5.99164758042648e-16
20,1,-0.9128751524694025,0.0,0.0
21,1,-0.38837773807605136,0.0,0.0
22,1,-3.6700516013088,0.0,0.0
23,1,-1.6359747755258565,0.0,0.0
